Timestamp	Iterationer	Rumtemperatur	Slush Ice temperatur	Brinetemperatur	Lufttemperaturen fra kondensator	Motortemperatur	Temperaturen efter fordamper	Kondensator luft	Kompressortemperatur	Temperatur efter EPV	Temperatur efter kompressor	Temperatur efter kondensator 	Tryk høj	Tryk lav
	2045,000000	28,281761	-0,221079	-0,094604		26,265885	6,154189	24,589738	2,898365	46,992633	26,191269	41,867311	6,623405	0,050259
	2046,000000	28,260454	-0,224431	-0,090016		26,233751	6,063283	24,606220	2,811867	46,979640	26,172131	42,142058	6,619987	0,056605
	2047,000000	28,246251	-0,212149	-0,093283		26,248466	5,971866	24,606947	2,746119	46,955482	26,144861	42,413810	6,625113	0,056605
	2048,000000	28,253352	-0,217718	-0,093644		26,224153	5,875179	24,594765	2,663422	46,928779	26,148201	42,683014	6,631947	0,060836
	2049,000000	28,239150	-0,231976	-0,078888		26,257288	5,770274	24,603985	2,591864	46,925109	26,138546	42,970576	6,640490	0,059778
	2050,000000	28,303073	-0,225156	-0,109173		26,262365	5,692418	24,591190	2,518842	46,916415	26,122083	43,228487	6,637073	0,057663
	2051,000000	28,260454	-0,225235	-0,068027		26,265940	5,606343	24,592190	2,452068	46,910658	26,106910	43,511941	6,640490	0,061893
	2052,000000	28,217849	-0,237014	-0,081582		26,276010	5,537049	24,575547	2,372015	46,944090	26,073562	43,786128	6,652449	0,066124
	2053,000000	28,217849	-0,213409	-0,100581		26,284450	5,440452	24,591373	2,302784	46,923126	26,074402	44,064562	6,649032	0,067182
	2054,000000	28,232049	-0,219509	-0,095858		26,328176	5,356332	24,567885	2,231765	46,902982	26,061386	44,334363	6,655866	0,066124
	2055,000000	28,232049	-0,214024	-0,092281		26,333437	5,275396	24,572601	2,167143	46,904201	26,053177	44,603405	6,655866	0,070355
	2056,000000	28,281761	-0,224011	-0,093722		26,343928	5,205491	24,581817	2,081393	46,881306	26,021964	44,885272	6,660992	0,071412
	2057,000000	28,274658	-0,216850	-0,092788		26,363963	5,123469	24,574787	2,037714	46,868636	26,026824	45,147130	6,666117	0,074585
	2058,000000	28,239150	-0,217249	-0,090227		26,385652	5,039854	24,571994	1,944613	46,884307	26,021275	45,417176	6,678077	0,074585
	2059,000000	28,232049	-0,226842	-0,086170		26,377110	4,958779	24,577263	1,893794	46,871477	25,981613	45,690557	6,674660	0,075643
	2060,000000	28,217849	-0,239283	-0,089026		26,380683	4,892665	24,570888	1,808267	46,869638	25,975960	45,949521	6,679785	0,079874
	2061,000000	28,295968	-0,228250	-0,093428		26,379266	4,823346	24,556935	1,752482	46,872318	25,961444	46,222538	6,683202	0,081989
	2062,000000	28,288865	-0,232306	-0,065651		26,385813	4,754527	24,564414	1,694564	46,865890	25,942344	46,466724	6,681494	0,081989
	2063,000000	28,224949	-0,234628	-0,082434		26,392097	4,687381	24,564256	1,610635	46,854561	25,927532	46,728482	6,684911	0,086219
	2064,000000	28,281761	-0,232621	-0,081527		26,404375	4,617538	24,557936	1,550748	46,867249	25,903001	46,977736	6,691745	0,086219
	2065,000000	28,267556	-0,216324	-0,090373		26,404464	4,556858	24,584385	1,486113	46,873025	25,883739	47,250587	6,693454	0,085162
	2066,000000	28,260454	-0,225539	-0,080006		26,422305	4,492857	24,564466	1,441320	46,876507	25,891580	47,508401	6,696871	0,087277
	2067,000000	28,253352	-0,228602	-0,110559		26,431220	4,425910	24,562889	1,390559	46,880957	25,860939	47,756212	6,705413	0,091508
	2068,000000	28,253352	-0,230998	-0,068239		26,433112	4,362342	24,582849	1,321898	46,876719	25,840161	48,006435	6,696871	0,093623
	2069,000000	28,295968	-0,232311	-0,073789		26,448963	4,304180	24,566099	1,270529	46,876245	25,852490	48,256215	6,707122	0,092565
	2070,000000	28,260454	-0,220721	-0,099232		26,452105	4,243473	24,549522	1,218682	46,870426	25,825265	48,500014	6,705413	0,093623
	2071,000000	28,239150	-0,233803	-0,071735		26,465472	4,179190	24,560331	1,146477	46,898641	25,813823	48,757098	6,708830	0,093623
	2072,000000	28,168161	-0,234523	-0,079099		26,462371	4,125160	24,585243	1,109998	46,950315	25,820846	48,990686	6,703705	0,095738
	2073,000000	28,161064	-0,215794	-0,088090		26,447678	4,074671	24,568683	1,043146	46,961230	25,802511	49,236214	6,715664	0,101027
	2074,000000	28,217849	-0,245824	-0,101366		26,461466	4,013155	24,574751	0,995766	46,961885	25,788698	49,491919	6,717373	0,101027
	2075,000000	28,224949	-0,220138	-0,096255		26,453935	3,975005	24,573291	0,948264	47,003700	25,777230	49,730364	6,715664	0,096796
	2076,000000	28,224949	-0,222166	-0,084095		26,458829	3,911515	24,555152	0,884580	47,010788	25,748712	49,974081	6,724207	0,099969
	2077,000000	28,217849	-0,237244	-0,092920		26,471576	3,874102	24,571975	0,834799	47,019464	25,754081	50,197172	6,731041	0,125353
	2078,000000	28,295968	-0,237938	-0,087477		26,488294	3,833400	24,564758	0,801890	47,037102	25,757447	50,393344	6,674660	0,223714
	2079,000000	28,203650	-0,222833	-0,101353		26,499070	3,776530	24,577580	0,753330	47,066866	25,739583	50,537977	6,628530	0,235348
	2080,000000	28,224949	-0,241237	-0,087902		26,512168	3,731885	24,559180	0,690826	47,136461	25,759345	50,740065	6,691745	0,202561
	2081,000000	28,246251	-0,222886	-0,095562		26,516343	3,686788	24,569998	0,644647	47,190053	25,746897	50,949178	6,722498	0,177177
	2082,000000	28,253352	-0,235941	-0,073573		26,512458	3,648996	24,565000	0,609567	47,193122	25,746529	51,173709	6,737875	0,160255
	2083,000000	28,303073	-0,234985	-0,094732		26,494164	3,606413	24,576352	0,538380	47,163525	25,725744	51,386498	6,741292	0,144390
	2084,000000	28,217849	-0,236850	-0,078429		26,477258	3,587315	24,569372	0,500930	47,167762	25,740844	51,614567	6,746417	0,132756
	2085,000000	28,196552	-0,234239	-0,069251		26,487800	3,529210	24,579009	0,467538	47,157251	25,726480	51,835745	6,751543	0,121122
	2086,000000	28,203650	-0,218410	-0,074774		26,480439	3,491746	24,569240	0,411663	47,115571	25,718170	52,058848	6,753252	0,110545
	2087,000000	28,253352	-0,233330	-0,082606		26,484578	3,453484	24,576151	0,384032	47,103533	25,721853	52,272382	6,758377	0,099969
	2088,000000	28,260454	-0,241941	-0,074494		26,449561	3,408038	24,554717	0,335993	47,088019	25,716298	52,479362	6,761794	0,081989
	2089,000000	28,224949	-0,235494	-0,107542		26,462166	3,379063	24,562919	0,293536	47,073701	25,723031	52,683920	6,756669	0,102084
	2090,000000	28,224949	-0,214575	-0,091850		26,456389	3,352274	24,564873	0,249687	47,069453	25,733742	52,831414	6,717373	0,184581
	2091,000000	28,232049	-0,228832	-0,097508		26,460642	3,329543	24,568396	0,213114	47,122330	25,777853	52,946698	6,669534	0,233233
	2092,000000	28,232049	-0,231738	-0,098615		26,470804	3,300918	24,574336	0,160252	47,183287	25,832802	53,080874	6,683202	0,162370
	2093,000000	28,239150	-0,249455	-0,080537		26,458305	3,278069	24,566240	0,127142	47,205640	25,856188	53,253349	6,729332	0,108430
	2094,000000	28,260454	-0,236850	-0,092358		26,446894	3,233981	24,581169	0,097630	47,216783	25,861634	53,423742	6,743000	0,057663
	2095,000000	28,246251	-0,218446	-0,086860		26,449210	3,228437	24,563397	0,046600	47,187555	25,883854	53,580981	6,749834	0,015357
	2096,000000	28,196552	-0,237307	-0,092783		26,433361	3,207788	24,565402	-0,006483	47,180713	25,896166	53,741120	6,739583	0,017472
	2097,000000	28,217849	-0,247326	-0,121017		26,444005	3,177108	24,562423	-0,043947	47,213631	25,917207	53,889607	6,691745	0,074585
	2098,000000	28,246251	-0,237343	-0,084618		26,456415	3,157657	24,570061	-0,080543	47,250115	25,974561	53,960130	6,649032	0,112661
	2099,000000	28,210750	-0,240296	-0,105511		26,479920	3,152548	24,560609	-0,133314	47,292980	26,051545	54,029686	6,611445	0,150736
	2100,000000	28,246251	-0,238940	-0,099388		26,496281	3,142383	24,566860	-0,160725	47,343646	26,138667	54,111684	6,606319	0,106315
	2101,000000	28,232049	-0,245760	-0,088474		26,516761	3,121586	24,551246	-0,216025	47,381547	26,214769	54,202711	6,664409	0,031222
	2102,000000	28,310177	-0,227267	-0,082376		26,504054	3,109695	24,552342	-0,268293	47,408290	26,262838	54,333300	6,701996	-0,043872
	2103,000000	28,203650	-0,240406	-0,098694		26,527672	3,094998	24,551484	-0,325600	47,409351	26,290364	54,444861	6,715664	-0,081947
	2104,000000	28,281761	-0,245009	-0,089848		26,544746	3,092200	24,551814	-0,352452	47,392543	26,315270	54,535127	6,667826	-0,057621
	2105,000000	28,153968	-0,244967	-0,084858		26,543038	3,099314	24,542545	-0,392433	47,392330	26,352489	54,592063	6,613153	-0,036468
	2106,000000	28,303073	-0,228653	-0,100521		26,554579	3,088524	24,553184	-0,433766	47,413257	26,388095	54,647779	6,580692	-0,021661
	2107,000000	28,246251	-0,251742	-0,080749		26,569060	3,087337	24,541700	-0,496768	47,429306	26,467267	54,698226	6,565315	-0,002623
	2108,000000	28,281761	-0,226815	-0,090595		26,602315	3,091428	24,547179	-0,535302	47,477940	26,541915	54,734888	6,551647	0,011126
	2109,000000	28,040477	-0,227755	-0,058255		26,615619	3,096947	24,535253	-0,600089	47,502432	26,574845	54,736501	6,534562	0,019587
	2110,000000	28,253352	-0,235825	-0,085365		26,642559	3,107145	24,544362	-0,670721	47,587700	26,645637	54,751395	6,519185	0,029106
	2111,000000	28,033388	-0,248135	-0,096064		26,658069	3,091742	24,532065	-0,705487	47,620109	26,691636	54,773357	6,507226	0,038625
	2112,000000	28,260454	-0,239581	-0,072849		26,694923	3,087053	24,538389	-0,769267	47,703895	26,716632	54,776932	6,502100	0,048144
	2113,000000	28,374135	-0,241552	-0,095998		26,708548	3,121099	24,526232	-0,825407	47,744425	26,734191	54,773951	6,491849	0,053432
	2114,000000	28,210750	-0,244704	-0,075305		26,747408	3,122869	24,531432	-0,894971	47,804746	26,755736	54,807272	6,486723	0,058721
	2115,000000	28,224949	-0,251493	-0,093449		26,750171	3,117251	24,526828	-0,940828	47,826117	26,768173	54,791719	6,478181	0,069297
	2116,000000	28,239150	-0,232200	-0,082401		26,800530	3,145664	24,518666	-0,992890	47,859599	26,778740	54,776136	6,471347	0,071412
	2117,000000	28,466574	-0,237936	-0,088938		26,793487	3,152141	24,542578	-1,038152	47,885367	26,794055	54,786441	6,464513	0,077758
	2118,000000	28,260454	-0,254776	-0,073089		26,833041	3,168879	24,528200	-1,104877	47,955195	26,798418	54,756867	6,461096	0,078816
	2119,000000	28,281761	-0,232688	-0,093101		26,850490	3,164109	24,538863	-1,168319	48,014824	26,784882	54,757303	6,457679	0,081989
	2120,000000	28,139776	-0,233697	-0,081880		26,856446	3,198864	24,541697	-1,238318	48,050784	26,796765	54,752368	6,452553	0,080931
	2121,000000	28,295968	-0,245240	-0,082295		26,896715	3,189111	24,551817	-1,294767	48,097477	26,788691	54,737267	6,447428	0,085162
	2122,000000	28,196552	-0,243269	-0,082747		26,915772	3,224897	24,541051	-1,345764	48,181272	26,777020	54,720086	6,449136	0,089392
	2123,000000	28,345705	-0,258276	-0,064922		26,942948	3,231185	24,527177	-1,394492	48,259845	26,771050	54,710284	6,440594	0,090450
	2124,000000	28,239150	-0,243774	-0,075862		26,961447	3,237125	24,543687	-1,467056	48,350920	26,780202	54,719959	6,440594	0,091508
	2125,000000	28,381243	-0,257099	-0,064924		26,971377	3,252123	24,550504	-1,520265	48,433519	26,783250	54,701698	6,440594	0,091508
	2126,000000	28,075933	-0,241987	-0,081280		26,998942	3,262922	24,557851	-1,576181	48,528349	26,774605	54,669835	6,432051	0,092565
	2127,000000	28,253352	-0,258349	-0,092819		27,003979	3,307387	24,535065	-1,625152	48,649034	26,770977	54,650802	6,432051	0,093623
	2128,000000	28,295968	-0,252696	-0,062122		27,027585	3,316312	24,533652	-1,683911	48,709143	26,769562	54,651577	6,435468	0,094681
	2129,000000	28,416791	-0,244068	-0,095486		27,046024	3,314503	24,550657	-1,741951	48,780083	26,740908	54,619577	6,428634	0,091508
	2130,000000	28,239150	-0,236937	-0,076502		27,063194	3,334070	24,544821	-1,803266	48,835775	26,734695	54,619978	6,428634	0,097854
	2131,000000	28,224949	-0,262490	-0,093979		27,095383	3,354810	24,551459	-1,846865	48,920612	26,731202	54,598916	6,428634	0,095738
	2132,000000	28,125586	-0,263951	-0,069552		27,114179	3,374078	24,549283	-1,903806	48,968419	26,715042	54,580221	6,425217	0,094681
	2133,000000	28,232049	-0,238346	-0,092071		27,130315	3,371472	24,555870	-1,954233	49,019600	26,713067	54,566766	6,425217	0,098911
	2134,000000	28,260454	-0,254781	-0,077517		27,166607	3,399809	24,559801	-1,986488	49,075218	26,694280	54,548381	6,421800	0,098911
	2135,000000	28,175258	-0,256494	-0,065735		27,157825	3,427491	24,566483	-2,041252	49,127494	26,673455	54,541326	6,425217	0,099969
	2136,000000	28,175258	-0,247724	-0,107629		27,179156	3,444537	24,570719	-2,084456	49,125626	26,675482	54,500817	6,423508	0,097854
	2137,000000	28,217849	-0,241199	-0,091525		27,217974	3,456632	24,574972	-2,144314	49,145928	26,681183	54,491272	6,421800	0,097854
	2138,000000	28,224949	-0,251670	-0,085573		27,232534	3,493123	24,549750	-2,189910	49,160040	26,645094	54,461357	6,421800	0,098911
	2139,000000	28,239150	-0,260194	-0,098461		27,249665	3,497190	24,557151	-2,229378	49,184555	26,631167	54,453850	6,425217	0,097854
	2140,000000	28,175258	-0,268538	-0,087069		27,261823	3,527015	24,566388	-2,270173	49,212322	26,642808	54,413024	6,421800	0,099969
	2141,000000	28,253352	-0,260997	-0,099369		27,270732	3,549885	24,563152	-2,337945	49,205932	26,631478	54,396174	6,425217	0,101027
	2142,000000	28,189453	-0,244987	-0,083946		27,325400	3,556915	24,558043	-2,361072	49,180159	26,627399	54,385700	6,423508	0,101027
	2143,000000	28,267556	-0,256872	-0,093499		27,321039	3,569844	24,559938	-2,418093	49,202890	26,620827	54,358740	6,435468	0,020645
	2144,000000	28,310177	-0,258438	-0,066309		27,344395	3,587902	24,576345	-2,440161	49,179766	26,614498	54,392522	6,505517	-0,080889
	2145,000000	28,239150	-0,245149	-0,096726		27,324562	3,591313	24,583562	-2,514310	49,173105	26,585286	54,420475	6,548230	-0,136945
	2146,000000	28,246251	-0,267350	-0,086268		27,315732	3,600064	24,561255	-2,555929	49,187663	26,578107	54,426415	6,541396	-0,131657
	2147,000000	28,239150	-0,246237	-0,074739		27,326297	3,646200	24,552859	-2,584361	49,200572	26,552563	54,459759	6,498683	-0,129541
	2148,000000	28,253352	-0,257613	-0,103077		27,310115	3,622552	24,562444	-2,616994	49,175666	26,559742	54,451299	6,479889	-0,126368
	2149,000000	28,324387	-0,255459	-0,081997		27,306017	3,656285	24,558890	-2,660917	49,162734	26,557451	54,440054	6,471347	-0,124253
	2150,000000	28,338599	-0,242538	-0,090054		27,282532	3,673418	24,563368	-2,730037	49,155711	26,561733	54,436321	6,466221	-0,124253
	2151,000000	28,260454	-0,249873	-0,085585		27,275637	3,703255	24,557746	-2,754275	49,139576	26,558545	54,416276	6,457679	-0,124253
	2152,000000	28,317282	-0,249657	-0,070684		27,266188	3,707007	24,556939	-2,790568	49,163969	26,584151	54,388393	6,452553	-0,123195
	2153,000000	28,267556	-0,272600	-0,073750		27,260756	3,739986	24,565503	-2,827152	49,173810	26,605314	54,380293	6,447428	-0,120022
	2154,000000	28,239150	-0,267213	-0,104837		27,237347	3,758417	24,561394	-2,874592	49,204365	26,598850	54,354159	6,444011	-0,120022
	2155,000000	28,239150	-0,275637	-0,118234		27,227334	3,763966	24,571266	-2,918929	49,233918	26,612990	54,334143	6,438885	-0,121080
	2156,000000	28,182356	-0,259546	-0,099527		27,236269	3,798399	24,566581	-2,936290	49,258713	26,612301	54,282327	6,437177	-0,123195
	2157,000000	28,559080	-0,275080	-0,080635		27,221713	3,806574	24,546830	-2,980265	49,270911	26,640036	54,272734	6,433760	-0,121080
	2158,000000	28,217849	-0,264853	-0,086344		27,214860	3,824416	24,561159	-3,034193	49,296561	26,635403	54,252352	6,425217	-0,122138
	2159,000000	28,189453	-0,251412	-0,072188		27,219946	3,846375	24,548377	-3,050306	49,316048	26,637253	54,213823	6,423508	-0,122138
	2160,000000	28,260454	-0,254775	-0,103503		27,221794	3,880397	24,554654	-3,101203	49,342076	26,633936	54,200491	6,420091	-0,121080
	2161,000000	28,267556	-0,253072	-0,088825		27,223559	3,879293	24,570800	-3,121240	49,369026	26,638559	54,138741	6,421800	-0,121080
	2162,000000	28,303073	-0,264322	-0,066693		27,244797	3,906748	24,548586	-3,131445	49,384040	26,625254	54,121396	6,418383	-0,118965
	2163,000000	28,196552	-0,253587	-0,099352		27,225671	3,933871	24,545268	-3,185709	49,402531	26,645780	54,107627	6,413257	-0,120022
	2164,000000	28,310177	-0,263624	-0,083944		27,240657	3,938559	24,537799	-3,207492	49,407761	26,641399	54,066238	6,414966	-0,116850
	2165,000000	28,352812	-0,251470	-0,086744		27,230704	3,956769	24,542754	-3,241402	49,451654	26,634252	54,037268	6,409840	-0,117907
	2166,000000	28,182356	-0,248916	-0,091413		27,253036	3,973637	24,542465	-3,280458	49,467693	26,608435	54,008034	6,409840	-0,117907
